Country,Employment,ConvertedComp,EdLevel,YearsCodePro
Canada,Employed full-time,75631.0,Some college/university study without earning a degree,13
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
United States,"Independent contractor, freelancer, or self-employed",179000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24
United States,Employed full-time,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
United States,Employed full-time,100000.0,"Associate degree (A.A., A.S., etc.)",5
Spain,Employed full-time,19458.0,"Associate degree (A.A., A.S., etc.)",1
Sweden,Employed full-time,50316.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
United States,Employed full-time,230000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31
Nicaragua,"Independent contractor, freelancer, or self-employed",18000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United Kingdom,Employed full-time,33607.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
United States,Employed full-time,197500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
United States,Employed full-time,280000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26
United States,Employed full-time,77000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Ukraine,"Independent contractor, freelancer, or self-employed",9792.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
United States,Employed full-time,280000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Australia,Employed full-time,86853.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,190000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,93000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Australia,Employed full-time,76831.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Canada,"Independent contractor, freelancer, or self-employed",90758.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,105000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
United States,Employed full-time,0.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
Portugal,Employed full-time,64859.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Australia,Employed full-time,66810.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
Australia,Employed full-time,80172.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",2
Israel,Employed full-time,28020.0,Primary/elementary school,3
United States,Employed full-time,300000.0,"Professional degree (JD, MD, etc.)",6
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Australia,Employed full-time,93533.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,1254000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,160000.0,Some college/university study without earning a degree,8
Australia,Employed full-time,66810.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
India,"Independent contractor, freelancer, or self-employed",11724.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Nicaragua,Employed full-time,3504.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,145000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
United States,Employed full-time,100000.0,Some college/university study without earning a degree,Less than 1 year
Romania,Employed full-time,48852.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,106640.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Australia,Employed part-time,24720.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,52000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Philippines,Employed full-time,18960.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,165000.0,"Associate degree (A.A., A.S., etc.)",11
Australia,Employed full-time,103555.0,Some college/university study without earning a degree,22
United States,Employed full-time,90000.0,Some college/university study without earning a degree,10
United States,Employed full-time,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21
United States,Employed full-time,115000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Germany,Employed part-time,62697.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
Canada,Employed full-time,98321.0,Some college/university study without earning a degree,13
Nicaragua,Employed full-time,16800.0,Some college/university study without earning a degree,11
United States,"Independent contractor, freelancer, or self-employed",0.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,185000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,74900.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Canada,Employed full-time,151263.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
New Zealand,Employed full-time,63890.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
Fiji,Employed full-time,19777.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,72385.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
United States,"Independent contractor, freelancer, or self-employed",96000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
Canada,Employed full-time,29496.0,Some college/university study without earning a degree,3
Australia,Employed full-time,58792.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Philippines,Employed full-time,5928.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Australia,Employed full-time,440940.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
Russian Federation,Employed full-time,6600.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",45
Philippines,Employed full-time,16596.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
Australia,Employed full-time,53448.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United States,Employed full-time,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Australia,Employed full-time,110236.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,"Independent contractor, freelancer, or self-employed",500000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1
United States,"Independent contractor, freelancer, or self-employed",180000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Malaysia,Employed full-time,9228.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Myanmar,Employed full-time,2064.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Argentina,Employed full-time,9732.0,Some college/university study without earning a degree,3
India,Employed full-time,13962.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
South Korea,Employed full-time,15096.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
Australia,Employed full-time,66810.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Pakistan,"Independent contractor, freelancer, or self-employed",1200.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
United States,Employed full-time,125000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Turkey,Employed full-time,49308.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Malaysia,Employed full-time,11928.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
India,Employed full-time,2508.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,208000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
United States,Employed full-time,430000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Cambodia,Employed full-time,2349.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35
Argentina,Employed full-time,24000.0,Some college/university study without earning a degree,9
Japan,Employed full-time,89929.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Canada,Employed full-time,54455.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Russian Federation,Employed full-time,32088.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Indonesia,Employed full-time,3072.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Costa Rica,Employed full-time,40800.0,Some college/university study without earning a degree,8
Pakistan,Employed full-time,3108.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
South Africa,Employed full-time,36024.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Republic of Korea,Employed full-time,83838.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
India,Employed full-time,3351.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,97288.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23
India,Employed full-time,0.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,250000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",9
Nicaragua,Employed full-time,12000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Australia,Employed full-time,70818.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",7
Saudi Arabia,Employed full-time,47988.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Pakistan,Employed full-time,2340.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,16754.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
India,Employed full-time,6981.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Taiwan,"Independent contractor, freelancer, or self-employed",0.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,"Independent contractor, freelancer, or self-employed",42000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
India,Employed full-time,24433.0,"Professional degree (JD, MD, etc.)",4
United States,Employed full-time,330000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Australia,Employed full-time,46767.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Russian Federation,Employed full-time,13212.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,90000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
India,Employed full-time,8377.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Azerbaijan,Employed full-time,21144.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,1680.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Australia,"Independent contractor, freelancer, or self-employed",167000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Indonesia,Employed full-time,63000.0,Some college/university study without earning a degree,8
Australia,Employed full-time,1000000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
New Zealand,Employed full-time,53029.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Pakistan,Employed full-time,12456.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,79000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
China,Employed full-time,6864.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
India,Employed full-time,251316.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Philippines,Employed full-time,5220.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,6696.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Australia,"Independent contractor, freelancer, or self-employed",120257.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23
India,Employed full-time,8376.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Poland,Employed full-time,15192.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Zimbabwe,Employed full-time,4200.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,1860.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Republic of Korea,Employed full-time,37727.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Viet Nam,Employed full-time,12936.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Taiwan,"Independent contractor, freelancer, or self-employed",49712.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Russian Federation,Employed full-time,7548.0,I never completed any formal education,3
Indonesia,Employed full-time,1752.0,Primary/elementary school,1
Kazakhstan,Employed full-time,18408.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Thailand,"Independent contractor, freelancer, or self-employed",90000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
Australia,Employed full-time,80172.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
South Korea,Employed part-time,8052.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,"Independent contractor, freelancer, or self-employed",38916.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
India,Employed full-time,1600000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Thailand,Employed full-time,23064.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Germany,Employed full-time,57292.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11
Spain,Employed full-time,25944.0,Some college/university study without earning a degree,12
Indonesia,Employed full-time,24588.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Indonesia,Employed full-time,13176.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Poland,Employed full-time,9108.0,Some college/university study without earning a degree,Less than 1 year
Bangladesh,Employed full-time,12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
South Korea,Employed full-time,58686.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Viet Nam,Employed full-time,9312.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Myanmar,Employed full-time,2064.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United Kingdom,Employed full-time,496356.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Turkey,Employed full-time,15780.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
Uzbekistan,Employed full-time,1000000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
Hong Kong (S.A.R.),Employed full-time,77184.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Australia,Employed full-time,56120.0,Some college/university study without earning a degree,3
Russian Federation,Employed full-time,20760.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,2508.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Indonesia,Employed full-time,13176.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
France,Employed full-time,32424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Australia,Employed full-time,601284.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Viet Nam,Employed full-time,7764.0,"Professional degree (JD, MD, etc.)",2
Russian Federation,Employed full-time,13212.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Poland,Employed full-time,20600.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year
India,Employed full-time,10052.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
China,Employed full-time,857352.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Viet Nam,Employed full-time,7764.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,5361.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
Kenya,Employed part-time,2964.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Japan,"Independent contractor, freelancer, or self-employed",73920.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
India,Employed full-time,13962.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,5028.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
India,Employed full-time,1480.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Germany,Employed full-time,259440.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year
Greece,Employed full-time,23352.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
South Africa,Employed full-time,8004.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,45241.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Italy,Employed full-time,14268.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
France,Employed full-time,635616.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Slovenia,Employed full-time,23352.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Republic of Korea,Employed full-time,402420.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed part-time,1176.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United Kingdom,"Independent contractor, freelancer, or self-employed",81433.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,11724.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
India,Employed full-time,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
India,Employed full-time,67020.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
India,Employed full-time,3348.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
India,Employed full-time,3348.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Poland,Employed full-time,22776.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
India,Employed full-time,17592.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United Kingdom,"Independent contractor, freelancer, or self-employed",161550.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16
Nepal,Employed full-time,2101.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Bangladesh,Employed full-time,4236.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
India,Employed full-time,8376.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Russian Federation,Employed full-time,7548.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Czech Republic,Employed full-time,41568.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Bangladesh,Employed part-time,2124.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Thailand,Employed full-time,10764.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,11169.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,"Independent contractor, freelancer, or self-employed",192000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24
France,"Independent contractor, freelancer, or self-employed",63564.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Bangladesh,Employed full-time,7068.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,5364.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Armenia,Employed full-time,30000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,39996.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
Pakistan,Employed full-time,3108.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,45241.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,37697.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Poland,"Independent contractor, freelancer, or self-employed",51636.0,Some college/university study without earning a degree,7
Switzerland,Employed full-time,103682.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Philippines,Employed full-time,13032.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
India,Employed full-time,558.0,Some college/university study without earning a degree,2
Romania,Employed full-time,24972.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United Kingdom,Employed full-time,122796.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35
Viet Nam,Employed full-time,45540.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",2
India,Employed full-time,5864.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Bangladesh,Employed full-time,1000000.0,I never completed any formal education,2
Netherlands,Employed full-time,64859.0,Some college/university study without earning a degree,35
India,Employed full-time,36300.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
India,Employed full-time,19546.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,29320.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Pakistan,Employed full-time,12000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,90482.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
India,Employed full-time,16752.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Australia,Employed full-time,78167.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",13
United Kingdom,Employed full-time,103408.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28
Jordan,Employed full-time,13536.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Ireland,Employed full-time,64859.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",5
Serbia,Employed full-time,44052.0,Some college/university study without earning a degree,25
Spain,Employed full-time,54049.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
Pakistan,Employed full-time,5040.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Sweden,Employed full-time,78552.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28
France,Employed full-time,29184.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Sri Lanka,Employed full-time,2640.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Pakistan,Employed full-time,30000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,"Independent contractor, freelancer, or self-employed",12000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15
Nepal,Employed full-time,3672.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Albania,Employed full-time,12972.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Ireland,Employed full-time,42804.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Finland,Employed full-time,38916.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Sweden,Employed part-time,37800.0,"Associate degree (A.A., A.S., etc.)",11
Sweden,Employed full-time,50316.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19
India,Employed full-time,58644.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Iceland,"Independent contractor, freelancer, or self-employed",84660.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Poland,"Independent contractor, freelancer, or self-employed",75669.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
Pakistan,Employed full-time,6228.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,64859.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
India,Employed full-time,60312.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Bangladesh,Employed full-time,10248.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,113928.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Taiwan,Employed full-time,70000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Germany,Employed full-time,53184.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Montenegro,Employed full-time,32424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
India,Employed full-time,1800000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
India,Employed full-time,3516.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
France,"Independent contractor, freelancer, or self-employed",64860.0,Some college/university study without earning a degree,11
Estonia,Employed full-time,25944.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Lebanon,Employed full-time,10716.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,16754.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United Kingdom,Employed full-time,32429.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
France,Employed full-time,25944.0,"Professional degree (JD, MD, etc.)",24
Germany,Employed full-time,75669.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Poland,"Independent contractor, freelancer, or self-employed",75936.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Germany,Employed full-time,67021.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
India,Employed full-time,1680.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Sri Lanka,Employed part-time,4284.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
India,Employed full-time,1344.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
Pakistan,"Independent contractor, freelancer, or self-employed",9728.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
India,Employed full-time,3351.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Poland,Employed full-time,16704.0,Some college/university study without earning a degree,3
India,"Independent contractor, freelancer, or self-employed",1680.0,Some college/university study without earning a degree,1
Croatia,Employed full-time,40404.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Germany,Employed full-time,64859.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Norway,Employed full-time,77685.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
Sweden,Employed full-time,61368.0,Some college/university study without earning a degree,17
Serbia,Employed full-time,29736.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Germany,Employed full-time,56211.0,Some college/university study without earning a degree,10
Iran,Employed full-time,42756.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Norway,Employed full-time,63658.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,5028.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,4188.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Bosnia and Herzegovina,Employed full-time,35916.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Pakistan,Employed full-time,23350.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Italy,"Independent contractor, freelancer, or self-employed",64859.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Brazil,Employed full-time,30240.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
